ID;loan_amnt;term;int_rate;installment;emp_length;home_ownership;annual_inc;purpose;title;STATE;delinq_2yrs;revol_bal;revol_util;total_pymnt;loan_status
4057;5225; 36 months;9.91%;168.38;1 year;MORTGAGE;55000;credit_card;Discover Refinance;FL;0;41157;0.841;6061.486383;0
4058;16000; 60 months;17.27%;399.97;4 years;MORTGAGE;180000;other;Personal Loan;CA;0;5500;0.22;23997.99;0
4059;5000; 36 months;16.77%;177.7;4 years;RENT;90000;debt_consolidation;Debt Consolidation;CA;5;0; -   ;6302.587079;0
4060;25000; 36 months;16.77%;888.46;10+ years;MORTGAGE;90000;debt_consolidation;Debt Consolidation;VA;0;39640;0.887;16913.78;1
4061;20000; 36 months;15.96%;702.75;6 years;MORTGAGE;78000;credit_card;A better rate loan for cards we dont use;CA;0;0; -   ;23677.32804;0
4062;10000; 36 months;6.03%;304.36;10+ years;MORTGAGE;79200;debt_consolidation;Wedding;FL;0;3375;0.203;10730.63231;0
4063;14000; 36 months;8.90%;444.55;3 years;RENT;30000;debt_consolidation;Saying goodbye to credit card debt;MN;0;16101;0.489;15993.80184;0
4065;4600; 36 months;7.90%;143.94;10+ years;MORTGAGE;30000;credit_card;Credit Card Loan;AZ;0;11765;0.433;5181.64444;0
4067;12000; 36 months;7.90%;375.49;10+ years;MORTGAGE;65000;debt_consolidation;On the Road To Getting Out of Debt;FL;0;3612;0.193;13517.35861;0
4068;20000; 60 months;14.65%;472.14;3 years;RENT;110000;debt_consolidation;Debt Consolidation Loan;CA;0;9365;0.312;11044.28;1
4072;6500; 36 months;10.65%;211.73;< 1 year;RENT;115000;wedding;Wedding Loan;CA;0;14525;0.458;7057.334603;0
4073;20000; 60 months;14.65%;472.14;5 years;MORTGAGE;106000;home_improvement;Garage;WI;0;1789;0.164;27783.14501;0
4074;25000; 60 months;10.65%;539.21;4 years;OWN;38400;credit_card;Credit cards;GA;0;15043;0.284;32352.37;0
4075;8500; 36 months;7.51%;264.45;5 years;RENT;42000;debt_consolidation;Consolidation;MD;0;1946;0.042;8605.17;0
4076;4000; 60 months;10.65%;86.28;3 years;MORTGAGE;75000;car;Car Loan;VA;0;11509;0.348;5032.95;0
4077;12000; 36 months;13.49%;407.17;< 1 year;RENT;64000;;;;;;;;0
4078;6400; 36 months;7.90%;200.26;n/a;MORTGAGE;51000;debt_consolidation;debt free;IL;0;2799;0.583;7037.132621;0
4079;35000; 60 months;20.30%;933.14;10+ years;MORTGAGE;100904;debt_consolidation;Restart;VA;0;8430;0.456;54182.02984;0
4080;16000; 36 months;11.71%;529.22;2 years;RENT;35000;debt_consolidation;My Debt Payoff;PA;0;5835;0.414;19051.72817;0
4081;11000; 36 months;16.77%;390.93;3 years;RENT;125000;debt_consolidation;Debt Consolidation;NY;1;12791;0.472;13993.78534;0
4083;3300; 36 months;11.71%;109.16;1 year;RENT;75000;wedding;Engagement Ring;AL;0;21;0.001;3332.45;0
4084;9400; 36 months;6.62%;288.62;7 years;MORTGAGE;98280;credit_card;Credit Card;CO;0;2098;0.318;10390.09472;0
4085;4000; 36 months;13.49%;135.73;6 years;MORTGAGE;103000;car;Construction Truck;PA;1;19306;0.942;4871.012633;0
4086;25000; 60 months;12.42%;561.44;6 years;MORTGAGE;45000;;;;;;;;1
4087;12000; 60 months;10.65%;258.82;2 years;RENT;62000;debt_consolidation;personal loan;MD;0;13982;0.249;2847.02;1
4088;10000; 36 months;12.42%;334.16;10+ years;OWN;70000;home_improvement;needed;OH;0;359;0.063;12029.44225;0
4090;18000; 36 months;7.90%;563.23;6 years;OWN;42000;debt_consolidation;Debt Consolidation;GA;0;4117;0.45;20276.06029;0
4092;14075; 36 months;9.91%;453.57;8 years;MORTGAGE;57468;debt_consolidation;Debt Consolidation;SC;0;15244;0.681;16295.08288;0
4093;14125; 60 months;21.28%;384.36;5 years;RENT;35000;debt_consolidation;Debt Consolidation Loan;VA;1;7810;0.927;16450.6;1
4094;4800; 60 months;17.58%;120.8;< 1 year;OWN;26000;debt_consolidation;Get out of Debt;WV;0;4327;0.555;6871.039998;0
4095;17175; 60 months;18.25%;438.48;4 years;MORTGAGE;48000;house;House Loan;VA;0;11068;0.962;24936.22005;0
4096;8000; 36 months;6.03%;243.49;n/a;MORTGAGE;33600;home_improvement;Home Improvements;CA;0;3751;0.137;8722.103321;0
4097;7125; 36 months;11.71%;235.67;< 1 year;MORTGAGE;22800;debt_consolidation;Debt Consolidation Loan;SC;1;16188;0.299;1168.45;1
4098;6500; 36 months;10.65%;211.73;2 years;MORTGAGE;56650;debt_consolidation;Loan Consolidation;MA;0;0; -   ;7267.22467;0
4099;19000; 60 months;17.58%;478.15;< 1 year;MORTGAGE;100000;debt_consolidation;Debt Consolidation Loan;IL;0;19066;0.445;28251.60003;0
4100;21000; 60 months;12.42%;471.61;3 years;MORTGAGE;90000;small_business;Small Business Financing;CA;0;4781;0.146;26257.01594;0
4101;12000; 60 months;10.65%;258.82;< 1 year;MORTGAGE;72000;other;Other Loan;TX;0;7424;0.282;15549.09374;0
4103;13000; 60 months;14.27%;304.32;4 years;RENT;39624;debt_consolidation;Halloween 2011 Loan;WA;0;15076;0.563;18166.08996;0
4104;8000; 36 months;13.49%;271.45;3 years;RENT;37000;debt_consolidation;consolidation;TX;0;7166;0.739;9771.918186;0
4111;30000; 60 months;22.74%;841.24;3 years;MORTGAGE;130000;debt_consolidation;Lending Club Loan;GA;0;14978;0.648;50448.28976;0
4112;8000; 36 months;6.62%;245.63;2 years;RENT;50000;credit_card;Credit Card Loan;CA;0;8330;0.16;8385.50106;0
4113;6000; 36 months;15.96%;210.83;1 year;OWN;24000;wedding;Wedding Loan;TX;0;2327;0.431;7589.592825;0
4114;2600; 36 months;15.27%;90.48;10+ years;RENT;74029.56;major_purchase;Land_of_Lincoln;IL;0;6716;0.988;3257.008442;0
4115;11500; 36 months;7.90%;359.84;5 years;MORTGAGE;29000;debt_consolidation;reasonableloan;TX;0;18396;0.467;12954.31361;0
4117;6500; 36 months;10.65%;211.73;3 years;MORTGAGE;95000;other;Medical procedure;TX;2;25569;0.603;7170.996464;0
4119;24000; 36 months;7.90%;750.97;2 years;MORTGAGE;95000;home_improvement;Home Improvement Loan;MI;0;4826;0.074;24750.7136;0
4120;12150; 60 months;18.25%;310.19;5 years;RENT;38000;debt_consolidation;Debt consolidation.;VA;0;3080;0.592;4326.76;1
4121;5800; 36 months;12.42%;193.81;10+ years;MORTGAGE;72000;debt_consolidation;pal;CO;0;5404;0.515;6951.112377;0
4122;12000; 60 months;13.49%;276.06;2 years;MORTGAGE;100000;other;Consolodation;VA;0;15578;0.721;16083.62998;0
4124;12000; 60 months;15.96%;291.57;6 years;MORTGAGE;50000;home_improvement;Home Fixing Loan;NC;0;6693;0.322;15407.17794;0
4125;5000; 36 months;6.62%;153.52;5 years;MORTGAGE;42082;debt_consolidation;MY PERSONAL LOAN;FL;0;4258;0.71;3209.07;1
4126;23000; 60 months;10.65%;496.08;1 year;MORTGAGE;69500;debt_consolidation;Consolidation Loan;CO;0;12859;0.292;28012.9044;0
4129;10375; 36 months;6.62%;318.56;6 years;MORTGAGE;79000;debt_consolidation;Credit Debt Consolidation;VA;0;8351;0.239;11178.28396;0
4130;7200; 36 months;6.62%;221.07;7 years;MORTGAGE;82008;major_purchase;ATV laon;NY;0;10465;0.288;7860.18148;0
4132;15350; 60 months;13.49%;353.13;10+ years;MORTGAGE;48000;debt_consolidation;Debt consolidation;WI;0;17580;0.679;19836.94959;0
4134;4200; 36 months;6.62%;128.96;6 years;RENT;69000;car;Loan to buy 2nd alt vehicle;PA;0;4544;0.116;4642.374867;0
4135;10000; 36 months;7.51%;311.11;7 years;RENT;60629.92;debt_consolidation;Debt repay1;NY;0;13099;0.374;11028.3614;0
4136;5000; 36 months;6.03%;152.18;2 years;MORTGAGE;72000;major_purchase;Red RZR;FL;0;238;0.009;5314.86807;0
4137;14125; 36 months;6.62%;433.69;n/a;OWN;30000;debt_consolidation;Debt Consolidation Loan;GA;0;15551;0.591;15175.57617;0
4138;20000; 60 months;18.25%;510.6;10+ years;OWN;62000;debt_consolidation;Credit card pay;VA;0;15373;0.894;30584.88;0
4139;9000; 60 months;18.25%;229.77;2 years;RENT;48000;small_business;cash flow;FL;0;13; -   ;6001.5;1
4140;10000; 36 months;6.62%;307.04;4 years;RENT;85000;debt_consolidation;credit card debt consolidation;NY;0;14022;0.356;10978.60237;0
4142;5400; 36 months;8.90%;171.47;10+ years;MORTGAGE;38000;other;Other Loan;TX;0;26562;0.354;6173.26902;0
4143;9000; 36 months;10.65%;293.16;6 years;MORTGAGE;100000;credit_card;Debt Consolidation;OH;0;10685;0.483;9585.063047;0
4145;24000; 36 months;15.96%;843.3;9 years;MORTGAGE;134500;debt_consolidation;Debt Consolidation;NC;0;25827;0.578;29171.19818;0
4146;17600; 60 months;17.27%;439.97;3 years;MORTGAGE;40000;debt_consolidation;Credit Card Consolidation Loan;NY;0;17816;0.437;18839.21133;0
4147;12000; 36 months;7.90%;375.49;8 years;MORTGAGE;77000;credit_card;Credit Card Loan;CA;0;39063;0.434;13518.06606;0
4150;30000; 36 months;19.03%;1100.14;10+ years;MORTGAGE;81840;debt_consolidation;DEBT CONSOLIDATION;CA;0;11411;0.273;34661.95337;0
4151;15000; 60 months;13.49%;345.08;1 year;RENT;72000;wedding;Wedding Loan;VA;0;2880;0.153;20703.99004;0
4152;20000; 36 months;7.90%;625.81;3 years;RENT;101000;credit_card;Debt Consolidation;VA;0;6396;0.156;22295.64928;0
4153;8000; 36 months;16.77%;284.31;7 years;RENT;21000;debt_consolidation;super trucker;NY;1;2408;0.892;2651.13;1
4154;18000; 36 months;7.90%;563.23;6 years;MORTGAGE;70000;debt_consolidation;my personal loan;CA;0;327;0.008;18234.29441;0
4155;6400; 36 months;11.71%;211.69;3 years;MORTGAGE;37000;home_improvement;Home Improvement;NC;0;2335;0.973;7620.68;0
4156;9600; 36 months;6.62%;294.76;4 years;MORTGAGE;54000;debt_consolidation;Consolidate debt, minor home repairs;OH;0;3877;0.171;10611.16371;0
4157;7000; 36 months;6.03%;213.05;10+ years;MORTGAGE;80000;home_improvement;Home Improvement Loan;MO;0;69500; -   ;7588.29325;0
4158;7000; 36 months;10.65%;228.02;1 year;RENT;90000;other;Other Loan;CA;1;3249;0.738;7241.005988;0
4159;9600; 36 months;9.91%;309.36;10+ years;RENT;59000;wedding;wedding;CA;0;9063;0.604;11137.27312;0
4160;10000; 36 months;7.90%;312.91;2 years;MORTGAGE;50000;home_improvement;home improvements;MI;0;5511;0.121;10852.54241;0
4162;8400; 36 months;6.62%;257.92;10+ years;MORTGAGE;72000;debt_consolidation;Debt Consolidation Loan;CA;0;20496;0.425;9263.689144;0
4163;33600; 60 months;13.49%;772.96;5 years;RENT;111396;debt_consolidation;DC Loan;CA;0;33014;0.619;46185.97991;0
4164;7200; 36 months;10.65%;234.53;2 years;MORTGAGE;105000;debt_consolidation;Consolidation;TX;1;15195;0.382;7952.056369;0
4165;4550; 60 months;16.77%;112.52;< 1 year;RENT;30000;moving;Relocating from MD to MA to start career;MD;0;5768;0.749;6706.840001;0
4166;18750; 60 months;16.77%;463.68;10+ years;OWN;37500;debt_consolidation;Debt Consolidation Loan;GA;0;24149;0.697;19012.47;0
4167;5600; 36 months;7.90%;175.23;10+ years;MORTGAGE;192000;home_improvement;Home improvement loan;CA;0;49863;0.779;6308.09472;0
4168;4200; 36 months;12.69%;140.89;4 years;RENT;55000;credit_card;Clear that high rate credit card;NC;0;4778;0.549;5031.54256;0
4169;12600; 36 months;12.42%;421.04;10+ years;OWN;38000;home_improvement;House Upgrade;AR;0;4675;0.352;13052.24;1
4170;4800; 36 months;12.42%;160.4;10+ years;MORTGAGE;54000;debt_consolidation;Consolidation;UT;1;30895;0.79;5080.752914;0
4171;3000; 36 months;7.90%;93.88;< 1 year;MORTGAGE;96000;car;COPART;PA;1;25;0.001;3375.645413;0
4172;22000; 36 months;12.42%;735.14;5 years;MORTGAGE;100800;;;;;;;;0
4173;20000; 60 months;13.49%;460.1;10+ years;RENT;71000;debt_consolidation;Debt Consolidaton;CA;0;17795;0.856;24606.00048;0
4174;4750; 36 months;7.90%;148.63;n/a;MORTGAGE;30000;other;payoff loan with higher interest;MN;1;1926;0.235;5050.642424;0
4175;7500; 36 months;6.62%;230.28;2 years;RENT;66000;credit_card;Credit Card;IL;0;1314;0.083;7541.55;0
4178;9000; 36 months;7.90%;281.62;8 years;MORTGAGE;75500;debt_consolidation;debt consolidation;NH;0;13244;0.287;10138.00778;0
4180;26000; 60 months;18.64%;669.32;10+ years;RENT;50000;debt_consolidation;get it together in 2012;WI;0;23389;0.487;15394.36;1
4181;6400; 36 months;7.90%;200.26;4 years;MORTGAGE;95000;debt_consolidation;Refinancing an old closed Cedit Card;MA;0;13492;0.715;7209.263893;0
4182;10800; 36 months;16.29%;381.25;6 years;RENT;48000;debt_consolidation;Debt Loan;SC;0;8626;0.863;13725.24667;0
4183;3000; 36 months;14.27%;102.93;2 years;RENT;74500;debt_consolidation;Debt Consolidation Loan;FL;0;6460;0.695;3693.386293;0
4185;15000; 36 months;7.90%;469.36;10+ years;MORTGAGE;65000;debt_consolidation;Cons Loan;TX;0;19059;0.696;15845.02764;0
4186;12600; 60 months;19.42%;329.77;3 years;RENT;55000;credit_card;Credit Card Payoff;CA;0;7127;0.869;19786.17003;0
4187;25000; 60 months;12.42%;561.44;9 years;MORTGAGE;150000;home_improvement;Home Improvements;KY;0;12616;0.631;33703.41;0
4188;10200; 36 months;7.51%;317.34;10+ years;MORTGAGE;130000;credit_card;Credit Debt Consolidation;NJ;0;18866;0.613;11317.63106;0
4189;20000; 36 months;12.69%;670.9;< 1 year;RENT;74000;;;;;;;;0
4191;20000; 36 months;12.69%;670.9;9 years;MORTGAGE;107496;debt_consolidation;Debt Consolidation;UT;0;10081;0.775;22500.53675;0
4194;21000; 36 months;9.91%;676.73;1 year;RENT;93000;debt_consolidation;Credit Card Consolidation;CA;0;42454;0.68;24344.87666;0
4196;24000; 60 months;18.25%;612.72;8 years;RENT;228000;major_purchase;Legal Loan;WA;0;131006;0.746;25083.71877;0
4197;5400; 36 months;14.27%;185.27;1 year;RENT;54000;debt_consolidation;Credit Card Consolidation;TX;0;9386;0.929;6648.121985;0
4199;15125; 60 months;13.49%;347.95;8 years;RENT;55000;debt_consolidation;Debt consolidation;CA;0;12732;0.736;18468.07418;0
4200;12000; 36 months;9.91%;386.7;3 years;RENT;140000;debt_consolidation;2012 Loan;TX;0;5578;0.62;13921.17795;0
4201;12000; 60 months;9.91%;254.44;8 years;RENT;30000;house;to buy house;NJ;0;8935;0.387;14951.27998;0
4203;30000; 60 months;12.42%;673.72;7 years;MORTGAGE;190000;home_improvement;Home Improvement;CA;0;20253;0.466;11453.24;1
4205;8000; 36 months;10.65%;260.59;2 years;MORTGAGE;30000;home_improvement;Home improvement loan;KS;0;14024;0.351;8520.050157;0
4206;3600; 36 months;12.42%;120.3;< 1 year;RENT;54000;moving;DC moving loan;VA;0;14638;0.452;3946.067261;0
4207;7100; 60 months;18.25%;181.27;< 1 year;RENT;80000;debt_consolidation;credit card ;NY;0;14685;0.72;3764.95;1
4208;2400; 36 months;9.91%;77.34;6 years;RENT;15000;moving;Moving Loan;AZ;0;0; -   ;2746.309107;0
4209;10950; 60 months;14.27%;256.33;n/a;MORTGAGE;21888;other;Other;CO;0;4825;0.386;9054.24;1
4211;12600; 60 months;12.69%;284.7;10+ years;RENT;64590;other;Other Loan;NY;0;33845;0.802;17081.44002;0
4212;12000; 60 months;18.64%;308.92;2 years;MORTGAGE;60000;other;Personal;SC;0;9913;0.962;15039.45222;0
4214;25000; 60 months;14.27%;585.22;8 years;RENT;48000;credit_card;nascar;RI;0;7108;0.564;34687.87;0
4215;5200; 36 months;7.51%;161.78;3 years;MORTGAGE;70000;debt_consolidation;Bank Of America Consolidation;FL;0;9111;0.485;5823.927801;0
4216;8500; 36 months;6.03%;258.71;n/a;OWN;25000;other;Spa;GA;0;2887;0.055;9313.246154;0
4217;12000; 60 months;12.42%;269.49;4 years;MORTGAGE;64000;debt_consolidation;Debt Consolidation;CA;0;26675;0.877;8321.82;1
4218;13000; 60 months;8.90%;269.23;< 1 year;RENT;47000;debt_consolidation;LC Loan;CA;0;274;0.01;15876.83998;0
4219;1800; 36 months;8.90%;57.16;9 years;RENT;50400;wedding;Wedding;CA;0;1930;0.161;1800;1
4220;10000; 36 months;16.77%;355.39;10+ years;MORTGAGE;60000;debt_consolidation;Debt Consolidation Loan;NC;2;9358;0.529;12793.74567;0
4221;12475; 36 months;6.03%;379.69;10+ years;MORTGAGE;88000;home_improvement;roof replacement loan;MI;0;18064;0.207;13668.57499;0
4222;3200; 36 months;7.51%;99.56;4 years;MORTGAGE;44000;debt_consolidation;Debt consolidation;UT;0;311;0.046;3521.640027;0
4225;2100; 36 months;7.51%;65.34;n/a;RENT;8000;vacation;Vacation;NY;0;1127;0.103;2345.313738;0
4227;23200; 60 months;23.52%;660.97;10+ years;MORTGAGE;85000;;;;;;;;1
4228;5000; 36 months;6.03%;152.18;5 years;RENT;100000;debt_consolidation;debtconsolidationforAAAborrower;CA;0;2930;0.146;5478.387981;0
4229;12000; 36 months;14.65%;413.94;3 years;MORTGAGE;45600;debt_consolidation;Debt Consolidation Loan;FL;0;11399;0.934;14404.2908;0
4230;8500; 36 months;11.71%;281.15;6 years;RENT;74000;credit_card;Credit Card Elimination;NJ;0;6402;0.454;10121.21768;0
4231;12000; 36 months;8.90%;381.04;4 years;MORTGAGE;76800;credit_card;Payoff;TX;0;13819;0.394;13689.53518;0
4233;12600; 60 months;10.65%;271.77;10+ years;MORTGAGE;55172;debt_consolidation;Debt Consolidation Loan;OH;0;23020;0.305;13038.8101;0
4236;20000; 36 months;11.71%;661.52;6 years;RENT;72000;debt_consolidation;DebtPayoff;MA;0;14345;0.839;23814.69464;0
4237;7000; 36 months;6.62%;214.93;10+ years;MORTGAGE;45600;car;auto loan;MA;0;13708;0.184;7737.303788;0
4238;7000; 36 months;10.65%;228.02;6 years;RENT;80400;debt_consolidation;debt consolidation;SC;0;22554;0.374;7810.110559;0
4240;13200; 36 months;6.62%;405.29;10+ years;MORTGAGE;90000;debt_consolidation;Debt Consolidation Loan;AZ;0;17438;0.312;14590.36862;0
4241;6000; 36 months;11.71%;198.46;7 years;RENT;48000;debt_consolidation;Debt Consolidation Loan;NY;0;2374;0.376;6766.497445;0
4243;4625; 36 months;12.42%;154.55;4 years;MORTGAGE;40000;medical;Medicals;KS;0;2240;0.176;5563.609683;0
4244;13000; 60 months;19.42%;340.24;10+ years;MORTGAGE;65000;debt_consolidation;Debt Consolidation;MD;0;14558;0.958;19946.37292;0
4245;11200; 60 months;14.65%;264.4;4 years;RENT;50000;other;Other Loan;PA;0;9309;0.364;11997.26736;0
4246;6000; 36 months;6.03%;182.62;10+ years;MORTGAGE;150000;home_improvement;Crabtree;IL;0;10890;0.152;6574.052163;0
4248;2500; 36 months;11.71%;82.69;2 years;OWN;27600;major_purchase;Major Purchase Loan;FL;0;376;0.289;2686.170877;0
4249;15000; 36 months;6.03%;456.54;< 1 year;RENT;130000;debt_consolidation;Repaying a 401K Loan;MA;0;0; -   ;16240.58131;0
4250;8000; 36 months;14.27%;274.48;6 years;RENT;36000;debt_consolidation;Personal Consolidation Loan;FL;1;1287;0.163;7739.58;1
4251;15000; 36 months;9.91%;483.38;10+ years;MORTGAGE;95000;debt_consolidation;Debt consolidation;AL;1;6802;0.479;17401.4396;0
4252;14000; 60 months;10.65%;301.96;1 year;RENT;51996;other;Medical Expenses;IL;0;5282;0.498;18053.28002;0
4254;35000; 60 months;12.69%;790.82;5 years;OWN;110000;other;Personal;VA;0;1639;0.089;19666.35;1
4256;5600; 36 months;14.27%;192.13;3 years;RENT;70000;credit_card;Pay off credit card debt;NY;0;26018;0.882;6691.706181;0
4257;12000; 36 months;15.27%;417.58;5 years;RENT;85000;debt_consolidation;Help Consolidating debt loan;HI;0;32025;0.501;15032.53273;0
4258;6000; 36 months;10.65%;195.44;n/a;RENT;19200;debt_consolidation;Debt consolidation loan;NY;1;10310;0.442;7035.814385;0
4260;12000; 36 months;6.03%;365.23;9 years;OWN;45000;debt_consolidation;consolidation;TX;0;11792;0.289;13097.51995;0
4261;25000; 60 months;10.65%;539.21;10+ years;MORTGAGE;57600;debt_consolidation;Pay off;CA;0;11195;0.483;31955.08;0
4262;13000; 36 months;6.62%;399.15;8 years;MORTGAGE;80000;debt_consolidation;Liberation consolidation;MI;0;20701;0.261;14369.29962;0
4264;13600; 36 months;6.03%;413.93;10+ years;MORTGAGE;104000;home_improvement;Home Improvement Loan;IL;0;1904;0.029;14901.21397;0
4267;30000; 36 months;8.90%;952.6;3 years;MORTGAGE;200000;debt_consolidation;Credit Card;CA;0;8937;0.208;32142.96468;0
4270;15000; 36 months;17.58%;539.14;10+ years;RENT;90000;credit_card;Credit Card Loan;CA;0;34865;0.867;17312.59996;0
4272;20000; 60 months;14.65%;472.14;n/a;MORTGAGE;57600;home_improvement;fix roof and septic system;AZ;0;6371;0.193;28327.70887;0
4273;20000; 60 months;14.27%;468.17;1 year;MORTGAGE;97500;debt_consolidation;Personnal Loan;GA;0;19002;0.718;26606.61;0
4274;1300; 36 months;6.03%;39.57;3 years;OWN;6000;other;mercedes repair;GA;0;7152;0.138;1424.370143;0
4276;8000; 36 months;6.62%;245.63;4 years;RENT;50000;debt_consolidation;Credit Card Payoff;CA;1;6639;0.355;8842.64877;0
4277;2800; 60 months;9.91%;59.37;5 years;RENT;33204;debt_consolidation;October Loan;NJ;0;812;0.07;3562.030566;0
4278;35000; 36 months;12.42%;1169.54;8 years;RENT;77100;medical;medical ;CA;1;5246;0.174;38026.8033;0
4281;19000; 60 months;11.71%;419.87;7 years;MORTGAGE;76700;debt_consolidation;Digging Out! Debt Consolidation;CA;0;19030;0.533;24750.91001;0
4282;23000; 60 months;12.42%;516.52;10+ years;MORTGAGE;70000;debt_consolidation;debt consilidate;MI;0;23104;0.48;25713.27;1
4283;12175; 60 months;10.65%;262.6;10+ years;MORTGAGE;106000;debt_consolidation;Debt Consolidation;CA;0;18125;0.403;15755.52001;0
4284;25000; 60 months;14.27%;585.22;10+ years;RENT;62000;debt_consolidation;debt consolidation;NJ;0;47749;0.511;33243.14;0
4286;5000; 36 months;11.71%;165.38;3 years;RENT;52273;debt_consolidation;Debt Consolidation 2011;CA;0;4298;0.544;5357.887632;0
4287;12000; 60 months;19.91%;317.33;2 years;MORTGAGE;65000;debt_consolidation;Debt Consolidation;OR;1;9562;0.976;9681.26;1
4288;25000; 60 months;15.27%;598.3;6 years;RENT;60000;debt_consolidation;Loan;CO;0;38093;0.872;33342.6893;0
4289;3500; 36 months;6.03%;106.53;10+ years;MORTGAGE;95000;small_business;Equipment Loan;UT;0;11071;0.229;3834.858171;0
4290;16000; 36 months;6.03%;486.97;4 years;MORTGAGE;124000;house;Condominium Payment;MA;0;2128;0.028;16770.84394;0
4291;20000; 36 months;8.90%;635.07;< 1 year;RENT;148080;debt_consolidation;Debt cons. Loan;WA;0;36546;0.734;22862.28317;0
4292;7500; 36 months;11.71%;248.07;7 years;MORTGAGE;50000;debt_consolidation;Back on my Feet;NY;0;4813;0.617;4242.14;1
4293;5000; 36 months;12.42%;167.08;5 years;RENT;40000;debt_consolidation;car loan and moving;NY;0;973;0.278;6014.721123;0
4294;35000; 36 months;7.90%;1095.16;6 years;MORTGAGE;95000;debt_consolidation;Debt Consolodation;CT;0;31636;0.172;38696.21203;0
4295;10000; 60 months;10.65%;215.69;9 years;OWN;100000;other;Personal;NJ;0;9274;0.314;2863.64;1
4296;10000; 36 months;18.64%;364.75;5 years;RENT;57000;debt_consolidation;Mint Consolidation;PA;0;2965;0.988;12653.18464;0
4297;3600; 36 months;7.90%;112.65;10+ years;MORTGAGE;90000;other;Other;NY;0;12325;0.096;4055.194159;0
4298;5600; 36 months;15.96%;196.77;9 years;RENT;48000;debt_consolidation;Debt Consolidation ;CA;0;7653;0.269;7075.95291;0
4299;14000; 60 months;15.27%;335.05;< 1 year;RENT;42000;debt_consolidation;Debt Consolidation;PA;0;2907;0.181;14528.64556;0
4301;23525; 36 months;7.90%;736.11;4 years;MORTGAGE;62500;debt_consolidation;Debt Consolidation;MO;0;33475;0.82;26494.87323;0
4302;10000; 36 months;7.90%;312.91;6 years;RENT;54000;debt_consolidation;bill pay;CA;0;2445;0.188;11264.45805;0
4304;9300; 36 months;8.90%;295.31;< 1 year;MORTGAGE;45760;debt_consolidation;Loan Consolidation;TX;0;6028;0.475;9747.15981;0
4305;7000; 36 months;12.69%;234.82;n/a;OWN;38400;other;car;CA;0;1425;0.445;8490.283761;0
4306;8400; 36 months;16.77%;298.53;1 year;MORTGAGE;43200;debt_consolidation;Debt Consolidation Loan;AL;1;3694;0.551;8744.543459;0
4308;5000; 36 months;10.65%;162.87;4 years;RENT;20000;debt_consolidation;Debt Consolidation;IL;1;3312;0.283;5825.427689;0
4309;20000; 60 months;19.42%;523.45;< 1 year;MORTGAGE;75000;debt_consolidation;Consolidation loan;LA;0;40882;0.551;29710.68;0
4311;12000; 36 months;6.03%;365.23;4 years;OWN;42000;credit_card;credit card lower interest;NY;0;10100;0.199;13097.51995;0
4313;5500; 36 months;12.69%;184.5;4 years;MORTGAGE;96000;debt_consolidation;Credit Card Payoff;CA;0;7792;0.123;6574.029232;0
4314;1450; 36 months;7.51%;45.12;2 years;RENT;24000;debt_consolidation;Pay off Credit Card;NY;0;1244;0.178;1602.7776;0
4316;8000; 36 months;7.90%;250.33;< 1 year;RENT;50000;;;;;;;;0
4318;10000; 36 months;14.27%;343.09;5 years;RENT;60000;wedding;Wedding;FL;0;6261;0.489;12209.96471;0
4320;6600; 36 months;7.90%;206.52;5 years;MORTGAGE;47000;home_improvement;painting/ tires;TX;0;7362;0.876;7434.545001;0
4322;7000; 36 months;16.77%;248.77;2 years;MORTGAGE;120000;wedding;Wedding;VA;0;106307;0.986;7879.701104;0
4323;4000; 36 months;12.42%;133.67;3 years;RENT;23400;debt_consolidation;Debt-free is the way to be!;MD;0;3845;0.961;4811.732767;0
4325;10000; 36 months;11.71%;330.76;10+ years;RENT;52000;debt_consolidation;Pay off 2011;NY;3;7072;0.488;11907.34732;0
4326;12000; 36 months;16.77%;426.47;7 years;MORTGAGE;60000;debt_consolidation;Debt Consolidation Loan ;TX;0;12045;0.005;15042.62354;0
4328;24000; 60 months;17.58%;603.98;2 years;MORTGAGE;80000;debt_consolidation;Asking for a restart;IL;0;341;0.074;35085.15007;0
4329;10000; 36 months;7.90%;312.91;10+ years;MORTGAGE;54000;house;House Loan;LA;0;13093;0.477;11264.45805;0
4330;20000; 60 months;9.91%;424.06;9 years;RENT;36000;debt_consolidation;Debt free in 16;CA;0;8575;0.215;25284.79;0
4332;3600; 36 months;14.27%;123.52;< 1 year;RENT;26400;other;Car Repairs and Life;CA;0;1990;0.995;4446.366967;0
4333;11325; 36 months;10.65%;368.9;7 years;MORTGAGE;25920;house;House Loan;FL;0;18905;0.42;13190.78689;0
4335;3100; 36 months;13.49%;105.19;1 year;RENT;65000;moving;Loan;CA;1;4332;0.413;3786.593063;0
4336;20000; 36 months;7.90%;625.81;10+ years;MORTGAGE;150000;credit_card;Three years to go;NY;0;14342;0.205;22528.96085;0
4337;14400; 36 months;6.03%;438.28;3 years;MORTGAGE;75000;major_purchase;personal;VA;0;2617;0.242;15777.75202;0
4338;5850; 36 months;13.49%;198.5;6 years;MORTGAGE;31200;debt_consolidation;debt one and two;NC;0;9712;0.809;7145.697511;0
4339;5000; 36 months;6.62%;153.52;2 years;MORTGAGE;124800;car;Miata Loan;IL;0;1598;0.16;5182.444234;0
